onset time,description
2:35,pclick out
next pic 10,next pic 10
2:36,udetail
2:36:30,ucaption
2:38,udetail
2:39,udetail
2:40,udetail
2:41,ucaption
2:42,uinterface
2:51,uclick out
next pic 11,next pic 11
2:52,uface 1
2:53,uinterface
2:54,ucaption
2:58,uinterface
2:59,udetail (person 2)
2:59:30,ubackground
3:01,uinterface
3:02,uclick out
next pic 12,next pic 12
3:03,udetail
3:04,udetail words
3:04:30,uinterface
3:05,ucaption
3:11,uface 1
3:11:30,uface 2
3:12,uinterface
3:16,uface 1
3:17,uclick out
next pic 13,next pic 13
3:18,pface 1
3:19,pcaption
3:27,pface 1
3:29,pdetail (person 1)
3:29:30,pface 1
3:33,pinterface
3:34,pface 1
3:35,pinterface
3:35:30,pclick out
next pic 14,next pic 14
3:36,pdetail (person 1)
3:37,pcaption
3:49,pdetail
3:50,pdetail (person 2)
3:50:30,pdetail (person 1)
3:51,pdetail (person 2)
3:52,pdetail (person 1)
3:53,pdetail (person 2)
3:54,pinterface
3:57,pclick out
next pic 15,next pic 15
3:58,udetail (person 1)
3:59,udetail
4:00,udetail
4:00:30,ucaption
4:04,ubackground
4:04:30,uinterface
4:13,uclick out
next pic 16,next pic 16 (didn't load)
next pic 17,next pic 17
4:20,udetail
4:20:30,udetail 
4:21,udetail
4:21:30,udetail
4:22,ucaption
4:27,uinterface
4:30,udetail
4:31,uinterface
4:31:30,udetail
4:32,uinterface
4:33,uclick out
next pic 18,next pic 18
4:39,udetail words
4:39:30,uface 1
4:40,uinterface
4:42,udetail words
4:43,uinterface
4:44,uclick out
next pic 19,next pic 19
4:45,pface 1
4:46,pinterface
4:48,pcaption
4:51,pdetail
4:52,pdetail
4:53,pdetail
4:54,pdetail
4:55,pdetail (person 1)
4:56,pdetail (person 1)
4:47,pcaption
5:05,pinterface
5:07,pclick out
next pic 20,next pic 20
5:08,udetail
5:09,ucaption
5:12,udetail
5:13,uinterface
5:17,uclick out
next pic 21,next pic 21
5:18,pface 1
5:19,pdetail (person 1)
5:20,pdetail
5:22,pcaption
5:24,pdetail
5:25,pcaption
5:27,pface 1
5:28,pdetail (person 1)
5:29,pcaption
5:33,pinterface
5:37,pclick out
next pic 22,next pic 22
5:38,udetail
5:38:30,udetail
5:39,ucaption
5:57,uinterface
6:01,uclick out
next pic 23,next pic 23
6:02,pface 1
6:02:30,pface 2
6:03,pdetail
6:04,pcaption
6:05,pdetail
6:05:30,pface 1
6:06,pdetail (person 3)
6:07,pcaption
6:08,pdetail
6:08:30,pdetail
6:09,pcaption
6:14,pface 1
6:14:30,pface 2
6:16,pcaption
6:20,pface 1
6:21,pdetail
6:22,pinterface
6:23,pdetail
6:23:30,pface 2
6:24,pinterface
6:27,pclick out
next pic 24,next pic 24
6:28,udetail (person 1)
6:28:30,uface 1
6:29,udetail words
6:30,ucaption
6:31,udetail words
6:31:30,uinterface
6:37,uclick out
next pic 25,next pic 25
6:38,udetail (person 1)
6:38:30,uface 1
6:39,uinterface
6:40,ucaption
6:42,uinterface
6:49,uclick out
next pic 26,next pic 26
6:50,pface 1
6:51,pcaption
6:57,pface 1
6:57:30,pdetail
6:58,pinterface
7:01,pclick out
next pic 27,next pic 27
7:03,pdetail
7:03:30,pface 1
7:04,pface 2
7:05,pdetail words
7:06,pface 1
7:07,pcaption
7:09,pinterface
7:10,pcaption
7:13,pdetail (person 1)
7:14,pinterface
7:22,pclick out
next pic 28, next pic 28
7:23,udetail
7:23:30,ucaption
7:24,uinterface
7:33,udetail
7:34,uclick out
next pic 29,next pic 29
7:35,pface 1
7:35:30,pbackground
7:37,pface 2
7:38,pface 1
7:39,pdetail (person 2)
7:39:30,pcaption
7:40,pinterface
7:41,pclick out
next pic 30,next pic 30
7:42,udetail
7:43,udetail (person 1)
7:44,ucaption
7:46,uinterface
7:47,uclick out
next pic 31,next pic 31
7:48,pface 1
7:49,pface 2
7:50,pdetail
7:51,pcaption
8:00,pface 1
8:01,pdetail
8:01:30,pdetail (person 2)
8:02,pcaption
8:15,pdetail (person 3)
8:15:30,pface 2
8:16,pface 1
8:16:30,pdetail
8:17,pdetail
8:18,pdetail
8:19,pface 1
8:20,pdetail (person 1)
8:21,pinterface
8:22,pclick out
next pic 32,next pic 32
8:23,uinterface
8:23:30,uface 1
8:24,ucaption
8:25,uinterface
8:32,click
next pic 33,next pic 33
8:33,pface 1
8:33:30,pdetail (person 1)
8:34,pcaption
8:38,pface 1
8:39,pdetail
8:40,pcaption
8:45,pinterface
8:48,pface 1
8:49,pdetail
8:51,pinterface
8:52,pclick out
next pic 34,next pic 34
8:53,uface 1
8:54,uinterface
8:55,ubackground
8:55:30,udetail
8:56,uinterface
8:59,uface 1
8:59:30,uinterface
9:01,uclick out
next pic 35,next pic 35
9:02,pdetail (person 1)
9:02:30,pface 1
9:03,pdetail (person 1)
9:04,pdetail (person 1)
9:05,pdetail
9:06,pcaption
9:11,pinterface
9:12,pface 1
9:12:30,pinterface
9:14,pface 1
9:15,pinterface
9:17,pdetail (person 1)
9:18,pdetail (person 2)
9:19,pface 1
9:20,pinterface
9:21,pclick out
next pic 36,next pic 36
9:22,uface 1
9:22:30,uface 2
9:23,ucaption
9:26,uinterface
9:27,ucaption
9:31,uinterface
9:34,uclick out
next pic 37,next pic 37
9:36,uface 1
9:36:30,uface 2
9:37,udetail words
9:38,ucaption
9:38:30,udetail words
9:40,ucaption
9:45,uinterface
9:48,udetail words
9:49,uinterface
9:55,uclick out
next pic 38,next pic 38
9:56,pface 1
9:56:30,pface 2
9:58,pface 1
9:59,pcaption
10:02,pdetail (person 1)
10:03,pdetail (person 2)
10:03:30,pface 1
10:04,pcaption
10:08,pdetail (person 1)
10:09,pdetail (person 2)
10:10,pcaption
10:12,pface 1
10:14,pinterface
10:16,pclick out
next pic 39,next pic 39
10:17,uface 1
10:17:30,uinterface
10:19,ucaption
10:23,uface 1
10:25,uinterface
10:25:30,uface 2
10:26,uinterface
10:27,uclick out
next pic 40,next pic 40
10:28,pface 1
10:28:30,pdetail (person 1)
10:29,pdetail (person 1)
10:30,pdetail (person 1)
10:30:30,pface 1
10:31,pcaption
10:34,pinterface
10:35,pface 1
10:36,pdetail (person 1)
10:36:30,pinterface
10:37,pclick out
next pic 41,next pic 41
10:38,udetail
10:39,udetail
10:40,ucaption
10:41,uinterface
10:41:30,ucaption
10:42,udetail
10:43,udetail
10:43:30,udetail
10:44,uinterface
10:45,udetail
10:46,ucaption
10:47,uinterface
10:51,uclick out
next pic 42,next pic 42
10:52,pface 1
10:52:30,pdetail (person 1)
10:54,pcaption
10:59,pinterface
11:02,pdetail (person 1)
11:03,pdetail (person 1)
11:04,pinterface
11:05,pdetail (person 1)
11:06,pinterface
11:09,pclick out
