onset time,description
9:17:30,pface 2
9:18,pdetail (person 3)
9:19,pinterface
9:23,pface 1
9:28,pclick out
next pic 24,next pic 24
9:29,udetail
9:30,ucaption
9:39,udetail words
9:40,uface 1
9:41,udetail (person 1)
9:42,uinterface
9:52,uclick out
next pic 25,next pic 25
9:53,uface 1
9:53:30,udetail
9:54,ucaption
9:56,uface 1
9:57,udetail
9:57:30,uface 1
9:58,uinterface
10:01,uclick out
next pic 26,next pic 26
10:02,pface 1
10:03,pface 2
10:04,pface 1
10:05,pface 2
10:06,pcaption
10:24,pface 2
10:25,pface 1
10:25:30,pdetail
10:26,pface 1
10:26:30,pdetail
10:27,pdetail
10:28,pcaption
10:35,pinterface
10:43,pface 2
10:44,pinterface
10:45,pface 1
10:46,pinterface
10:53,pclick out
next pic 27,next pic 27
10:54,pface 1
10:54:30,pface 2
10:55,pdetail words
10:56,pface 1
10:57,pcaption
11:04,pface 1
11:05,pface 2
11:05:30,pface 3
11:06,pdetail words
11:07,pface 2
11:08,pface 1
11:08:30,pdetail words
11:09,pface 1
11:10,pcaption
11:17,pface 2
11:18,pinterface
11:21,pclick out
