onset time,description
8:31:30,pface 1
8:32,pface 2
8:32:30,pdetail (person 2)
8:33,pdetail (person 1)
8:34,pinterface
8:34:30,pface 1
8:35,pdetail (person 1)
8:36,pdetail (person 2)
8:36:30,pdetail (person 2)
8:37,pinterface
8:38,pclick out
next pic 39,next pic 39
8:39,ucaption
8:41,uface 1
8:41:30,uface 2
8:42,uface 3
8:42:30,uface 4
8:43,uface 5
8:43:30,uinterface
8:44,uface 2
8:44:30,uinterface
8:46,ucaption
8:47,uclick out
next pic 40,next pic 40
8:48,pface 1
8:49,pdetail (person 1)
8:49:30,pdetail (person 1)
8:50,pdetail (person 1)
8:51,pdetail (person 1)
8:52,pdetail (person 1)
8:52:30,pinterface
8:53,pcaption
8:58,pdetail (person 1)
8:58:30,pface 1
8:59,pdetail (person 1)
9:00,pdetail (person 1)
9:00:30,pinterface
9:02,pface 1
9:02:30,pinterface
9:03,pdetail (person 1)
9:04,pinterface
9:05,pclick out
next pic 41,next pic 41
9:06,udetail
9:06:30,udetail
9:07,ucaption
9:09,uinterface
9:11,ucaption
9:12,udetail
9:12:30,udetail
9:13,uinterface
9:18,uclick out
next pic 42,next pic 42
9:20,pface 1
9:20:30,pcaption
9:27,pinterface
9:29,pdetail (person 1)
9:30,pface 1
9:30:30,pinterface
9:34,pclick out
next pic 43,next pic 43
9:35,udetail words
9:35:30,ucaption
9:56,uinterface
9:57,udetail
9:57:30,udetail words
9:58,udetail
9:59,uinterface
10:01,uclick out
next pic 44,next pic 44
10:02,pdetail (person 1)
10:02:30,pface 1
10:03,pdetail (person 2)
10:04,pcaption
10:13,pface 1
10:14,pdetail (person 1)
10:14:30,pdetail (person 2)
10:15,pinterface
10:17,pface 1
next pic 45,next pic 45
10:18,udetail (person 1)
10:18:30,udetail (person 2)
10:18,udetail (person 3)
10:19,ucaption
10:22,udetail (person 3)
10:23,uinterface
10:23:30,udetail (person 3)
10:24,uinterface
10:26,udetail words
10:27,uclick out
next pic 46,next pic 46
10:28,pdetail
10:28:30,pdetail
10:29,pdetail
10:29:30,pdetail
10:30,pcaption
10:34,pinterface
10:35,pdetail
10:36,pdetail
10:37,pinterface
10:39,pclick out
next pic 47,next pic 47
10:43,uface 1 (dog)
10:43:30,uinterface
10:44,ucaption
10:47,uface 1 (dog)
10:48,uinterface
10:49,udetail
10:50,uinterface
10:51,uclick out
next pic 48,next pic 48
10:53,pface 1
10:53:30,pface 2
10:54,pface 3
10:54:30,pface 4
10:55,pcaption
11:01,pinterface
11:02,pcaption
11:04,pinterface
11:05,pface 1
11:05,pface 2
11:06,pinterface
11:08,pclick out
