onset time,description
9:43:30,pcaption
9:44,pinterface
9:47,pface 3
9:48,pcaption
9:50,pinterface
9:50:30,pface 1
9:51,pinterface
9:52,pface 2
9:53,pinterface
9:53:30,pclick out
next pic 49,next pic 49
9:54,uface 1
9:54:30,udetail (person 1)
9:55,uinterface
9:55:30,ucaption
9:56,uinterface
9:57,uclick out
next pic 50,next pic 50
9:58,pface 1
9:59,pdetail (person 1)
10:00,pinterface
10:01,pdetail (person 1)
10:01:30,pdetail (person 2)
10:02,pcaption
10:03,pinterface
10:05,pclick out
next pic 51,next pic 51
10:06,pdetail (person 1)
10:06:30,pdetail (person 1)
10:07,pinterface
10:07:30,pdetail words
10:08,pinterface
10:09,pdetail
10:10,pdetail (person 1)
10:11,pdetail
10:12,pclick out
next pic 52,next pic 52
10:13,ubackground
10:14,udetail (person 1)
10:15,uinterface
10:16:00,uclick out
next pic 53,next pic 53
10:17,uface 1
10:18,uface 2
10:18:30,uinterface
10:20,uclick out
next pic 54,next pic 54
10:21,pface 1
10:21:30,pface 2
10:24,pcaption
10:24:30,pdetail (person 1)
10:25,pinterface
10:25:30,pface 3
10:26,pinterface
10:27,pface 4
10:28,pface 1
10:29,pdetail (person 1)
10:30,pinterface
10:31,pclick out
next pic 55,next pic 55
10:32,ucaption
10:34,udetail
10:35,uinterface
10:40,udetail
10:41,ucaption
10:43,uinterface
10:44:00,uclick out
next pic 56,next pic 56
10:45,udetail
10:45:30,uinterface
10:46,ucaption
10:49,udetail
10:50,uclick out
next pic 57,next pic 57
10:52,pface 1
10:53,pdetail
10:54,pcaption
11:02,pinterface
11:04,pcaption
11:07,pinterface
11:08,pface 1
11:09,pclick out
