onset time,description
6:30:30,pface 1
6:31,pdetail
6:31:30,pdetail
6:32,pface 1
6:33,pface 2
6:35,pdetail
6:36:30,pface 2
6:38,pface 1
6:38:30,pdetail
6:39,pdetail
6:39:30,pdetail
6:40,pface 1
6:41,pface 2
6:41:30,pdetail
6:42,pdetail
6:42:30,pdetail
6:43,pcaption
6:55,pface 3
6:56,pinterface
6:58,pdetail
6:58:30,pdetail
6:59,pdetail
7:00,pclick out
next pic 24,next pic 24
7:01,uface 1
7:02,ucaption
7:03,udetail words
7:04,udetail (person 1)
7:04:30,ubackground
7:05,udetail (person 1)
7:05:30,uface 1
7:06,ubackground
7:06:30,uface 1
7:07,uface 2
7:07:30,uinterface
7:09,uclick out
next pic 25,next pic 25
7:11,uface 1
7:11:30,ucaption
7:15,uface 1
7:15:30,udetail
7:16,udetail
7:17,uinterface
7:19,uclick out
next pic 26,next pic 26
7:21,pface 1
7:22,pface 2
7:22:30,pface 1
7:23,pcaption
7:27,pface 1
7:28,pface 2
7:28:30,pcaption
7:29:30,pdetail (person 1)
7:30,pface 1
7:31,pface 2
7:31:30,pface 1
7:33,pface 2
7:33:30,pdetail
7:34,pface 1
7:34:30,pface 2
7:35,pcaptiion
7:36,pinterface
7:38,pface 1
7:39,pface 2
7:39:30,pclick out
next pic 27,next pic 27
7:40,pface 1
7:40:30,pdetail words
7:41,pface 2
7:42,pcaption
7:43,pface 1
7:44,pdetail words
7:45,pcaption
7:53,pface 1
7:54,pface 3
7:54:30,pface 1
7:55,pcaption
7:56,pinterface
7:57,pclick out
next pic 28,next pic 28
7:58,udetail
7:59,ucaption
8:01,udetail
8:02,udetail
8:02:30,udetail
8:03,udetail
8:04,uinterface
8:08,uclick out
next pic 29,next pic 29
8:10,pface 1
8:11,pface 2
8:11:30,pcaption
8:18,pface 1
8:18:30,pface 2
8:19,pdetail (person 2)
8:20,pface 1
8:21,pinterface
8:22,pface 1
8:22:30,pdetail (person 3)
8:23,pface 2
8:24,pinterface
8:25,pclick out
next pic 30,next pic 30
8:25,uface 1
8:26,ucaption
8:28,uface 2
8:29,uface 1
8:30,udetail (person 3)
8:30:30,uinterface
8:33,udetail (person 1)
8:33:30,uclick out
next pic 31,next pic 31
8:35,pface 1
8:37,pcaption
8:43,pinterface
8:44,pface 1
8:45,pdetail (person 1)
8:46,pinterface
8:46:30,pface 1
8:47,pdetail
8:47:30,pdetail
8:48,pdetail (person 2)
8:48:30,pdetail (person 3)
8:49,pface 1
8:50,pclick out
next pic 32,next pic 32
8:52,uface 1
8:52:30,udetail words
8:53,udetail words
8:53:30,uface 1
8:54,ucaption
8:55,udetail words
8:56,uinterface
8:59,uclick out
next pic 33,next pic 33
9:00,pface 1
9:01,pdetail (person 1)
9:01:30,pdetail
9:02,pcaption
9:09,pface 1
9:10,pdetail (person 1)
9:11,pdetail
9:11:30,pdetail
9:12,pface 1
9:14,pdetail
9:14:30,pdetail
9:15,pdetail (person 1)
9:15:30,pdetail
9:16,pface 1
9:16:30,pcaption
9:18,pinterface
9:19,pclick out
next pic 34,next pic 34
9:20,ubackground
9:20:30,uface 1
9:21,ucaption
9:22,uface 1
9:22:30,ubackground
9:23,uinterface
9:25,uclick out
next pic 35,next pic 35
9:26,pface 1
9:26:30,pcaption
9:31,pdetail (person 1)
9:32,pface 1
9:33,pcaption
9:36,pinterface
9:37,pdetail (person 1)
9:38,pface 1
9:39,pinterface
9:40,pclick out
next pic 36,next pic 36
9:41,uface 1
9:41:30,ucaption
9:44,uface 2
9:44:30,uface 3
9:45,uinterface
9:47,uclick out
next pic 37,next pic 37
9:48,udetail words
9:48:30,udetail words
9:49,uface 1
9:49:30,uface 2
9:50,ucaption
9:55,uinterface
9:57,uface 2
9:58,uinterface
9:58:30,uclick out
next pic 38,next pic 38
10:01,pface 1
10:03,pcaption
10:09,pdetail (person 1)
10:10,pcaption
10:12,pface 1
10:13,pface 2
10:14,pface 1
10:14:30,pdetail (person 2)
10:15,pdetail (person 1)
10:16,pdetail (person 1)
10:16:30,pface 1
10:17,pdetail
10:17:30,pface 1
10:18,pcaption
10:20,pinterface
10:21,pface 1
10:22,pdetail (person 1)
10:23,pdetail (person 1)
10:23:30,pinterface
10:24,pclick out
next pic 39,next pic 39
10:25,uface 1
10:26,ucaption
10:27,uface 2
10:27:30,ucaption
10:31,uface 1
10:32,uface 3
10:33,uinterface
10:35,uclick out
next pic 40,next pic 40
10:36,pface 1
10:37,pdetail (person 1)
10:38,pdetail (person 1)
10:39,pcaption
10:44,pface 1
10:45,pcaption
10:50,pdetail (person 1)
10:51,pface 1
10:51:30,pdetail (person 1)
10:52,pdetail (person 1)
10:53,pdetail (person 1)
10:54,pface 1
10:55,pcaption
10:59,pinterface
11:04,pclick out
