onset time,description
9:42,uclick out
next pic 53,next pic 53
9:43,uface 1
9:43:30,udetail
9:44,uinterface
9:48,uclick out
next pic 54,next pic 54
9:49,pface 1
9:50,pface 2
9:51,pdetail (person 1)
9:52,pdetail (person 2)
9:53,pdetail (person 2)
9:54,pdetail (words)
9:55,pinterface
9:57,pclick out
next pic 55,next pic 55
9:59,udetail
10:00,udetail
10:01,uinterface
10:05,uclick out
next pic 56,next pic 56
10:06,udetail
10:07,udetail
10:08,ucaption
10:09,uinterface
10:16,uclick out
next pic 57,next pic 57
10:17,pface 1
10:18,pdetail
10:19,pdetail (person 1)
10:20,pdetail
10:21,pdetail (person 1)
10:22,pface 1
10:23,pinterface
10:28,pclick out
next pic 58,next pic 58
10:29,uface 1
10:30,uinterface
10:34,uface 1
10:35,uinterface
10:36,uface 1
10:37,uinterface
10:40,uclick out
next pic 59,next pic 59
10:41,pface 1
10:41:30,pface 2
10:42,pdetail (person 1)
10:43,pdetail (person 1)
10:44,pcaption
10:45,pdetail
10:46,pdetail
10:47,pcaption
10:48,pinterface
10:49,pclick out
next pic 60,next pic 60
10:50,pface 1
10:51,pdetail
10:52,pface 1
10:53,pdetail
10:54,pcaption
10:57,pface 1
10:58,pinterface
11:07,pclick out
