onset time,description
next pic 57,next pic 57
8:59,pface 1
8:59:30,pdetail
9:00,pdetail
9:01,pdetail
9:02,pdetail
9:02:30,pdetail
9:03,pdetail
9:03:30,pdetail
9:04,pface 1
9:05:30,pdetail
9:06,pdetail (person 1)
9:07,pface 1
9:08,pinterface
9:10,pclick out
next pic 58,next pic 58
9:11,uface 1
9:11:30,ubackground
9:12,udetail (person 2)
9:12:30,udetail (person 3)
9:13,uface 1
9:13:30,uinterface
9:14,ubackground
9:15,uinterface
9:16,uclick out
next pic 59,next pic 59
9:18,pdetail
9:19,pdetail (person 1)
9:19:30,pdetal (person 2)
9:20,pdetail (person 2)
9:20:30,pdetail (person 2)
9:21,pcaption
9:21:30,pdetail (person 3)
9:21:30,pdetail
9:22,pdetail
9:23,pdetail
9:24,pdetail
9:24:30,pcaption
9:26,pinterface
9:28,pdetail
9:29,pdetail (person 3)
9:30,pdetail (person 3)
9:31,pclick out
next pic 60,next pic 60
9:32,pface 1
9:32:30,pface 2
9:33,pdetail
9:33:30,pdetail
9:34,pdetail
9:34:30,pface 3
9:35,pdetail
9:36,pface 1
9:37,pinterface
9:38,pclick out
next pic 61,next pic 61
9:39,udetail (person 1)
9:39:30,udetail (person 2)
9:40,udetail
9:40:30,udetail (person 3)
9:41,udetail
9:42,udetail
9:43,udetail (person 1)
9:44,ucaption
9:45,uinterface
9:46,udetail (person 1)
9:46:30,uclick out
next pic 62,next pic 62
9:50,udetail words
9:51,udetail
9:51:30,uface 1
9:52,uinterface
9:53,udetail words
9:54,uclick out
next pic 63,next pic 63
9:56,pdetail
9:58,pdetail
9:58:30,pdetail
9:59,pdetail
10:00,pinterface
10:01,pdetail
10:02,pinterface
10:02:30,pdetail
10:03,pdetail
10:04,pdetail
10:04:30,pdetail
10:05,pinterface
10:06,pclick out
next pic 64,next pic 64
10:07,pface 1
10:07:30,pface 2
10:08,pface 1
10:09,pface 3
10:10,pcaption
10:13,pface 1
10:14,pinterface
10:17,pdetail (person 3)
10:18,pface 2
10:19,pface 1
10:21,pdetail (person 3)
10:22,pdetail (person 4)
10:22:30,pdetail (person 3)
10:23,pdetail (person 4)
10:24,pdetail words
10:25,pface 1
10:26,pinterface
10:35,pclick out
next pic 65,next pic 65
10:37,uface 1
10:39,udetail (person 1)
10:40,ucaption
10:46,udetail (person 1)
10:47,uface 1
10:48,uinterface
10:58,uface 1
10:59,uinterface
11:02,uclick out
