onset time,description
9:09,pface 1
9:09:30,pdetail
9:10,pcaption
9:11,pface 1
9:11:30,pinterface
9:12,pdetail
9:13,pcaption
9:13:30,pinterface
9:14,pclick out
next pic 84,next pic 84
9:15,uface 1
9:16,udetail
9:17,uinterface
9:17:30,udetail
9:18,uinterface
9:19,uface 1
9:19:30,uinterface
9:21,uclick out
next pic 85,next pic 85
9:22,pdetail (person 1)
9:22:30,pdetail (person 2)
9:23,pdetail (person 3)
9:23:30,pinterface
9:24,pdetail
9:24:30,pdetail (person 1)
9:25,pinterface
9:25:30,pdetail
9:26,pclick out
next pic 86,next pic 86
9:27,pface 1
9:27:30,pcaption
9:28,pdetail
9:28:30,pcaption
9:29,pface 1
9:29:30,pdetail
9:30,pface 1
9:30:30,pinterface
9:31,pcaption
9:32,pclick out
next pic 87,next ppic 87
9:33,udetail words
9:34,uface 1
9:34:30,uface 2
9:35,udetail words
9:35:30,udetail words
9:36,uinterface
9:37,udetail words
9:38,uinterface
9:40,uclick out
next pic 88,next pic 88
9:41,pdetail
9:41:30,pinterface
9:43,pdetail
9:43:30,pclick out
next pic 89,next pic 89
9:44,uface 1
9:44:30,udetail words
9:45,uinterface
9:45:30,udetail (person 1)
9:46,uface 1
9:46:30,udetail
9:47,uinterface
9:48,udetail words
9:49,uclick out
next pic 90,next pic 90
9:50,pdetail (person 1)
9:50:30,pface 1
9:51,pinterface
9:51:30,pdetail (person 1)
9:52,pinterface
9:55,pclick out
next pic 91,next pic 91
9:56,udetail
9:56:30,udetail (dog)
9:57,uinterface
9:59,uclick out
next pic 92,next pic 92
10:01,pdetail (person 1)
10:01:30,pdetail (person 2)
10:02,pcaption
10:04,pinterface
10:05,pdetail (person 1)
10:06,pdetail (person 2)
10:06:30,pinterface
10:07,pdetail (person 1)
10:08,pinterface
10:10,pclick out
next pic 93,next pic 93
10:11,uface 1
10:11:30,uface 2
10:12,uinterface
10:12:30,uface 1
10:13,uinterface
10:13:30,uclick out
next pic 94,next pic 94
10:15,udetail (person 1)
10:16,uinterface
10:17,udetail
10:17:30,udetail (person 2)
10:18,uinterface
10:18:30,uclick out
next pic 95,next pic 95
10:19,pdetail (person 1)
10:20,pdetail
10:20:30,pinterface
10:21,pdetail (person 2)
10:22,pinterface
10:24,pdetail (person 1)
10:25,pdetail (person 2)
10:25,pface 1
10:26,pclick out
next pic 96,next pic 96
10:27,pface 1
10:27:30,pdetail words
10:28,pinterface
10:29,pclick out
next pic 97,next pic 97
10:30,uface 1 (dog)
10:31,udetail (person 2)
10:32,uinterface
10:34,uface 1 (dog)
10:34:30,uface 2
10:35,uinterface
10:38,uclick out
next pic 98,next pic 98
10:42,pdetail (person 1)
10:43,pinterface
10:46,pcaption
10:47,pinterface
10:48:00,pface 1
10:49:30,pinterface
10:50,pclick out
next pic 99,next pic 99
10:52,udetail (person1) 
10:53,udetail (person 2)
10:53:30,uinterface
10:58,udetail
10:58:30,uinterface
10:59,udetail (person 1)
10:59:30,uinterface
11:02,udetail
11:04,uclick out
