onset time,description
3:21,pface 1
3:23,pcaption
3:24,pdetail (person 2)
3:24:30,pface 1
3:25,pinterface
3:26,pface 1
3:27,pclick out
next pic 14,next pic 14
3:28,pdetail (person 1)
3:29,pcaption
3:31,pdetail (person 2)
3:32,pcaption
3:37,pdetail (person 2)
3:38,pcaption
3:46,pdetail (person 2)
3:47,pinterface
3:48,pdetail (person 2)
3:48:30,pdetail (person 2)
3:49,pdetail (person 2)
3:49,pinterface
3:51,pdetail (person 2)
3:52,pclick out
next pic 15,next pic 15
3:53,udetail (person 1)
3:54,ucaption
3:57,udetail (person 1)
3:58,uinterface
4:00,udetail (person 1)
4:01,uinterface
4:04,uclick out
next pic 16,next pic 16 (didn't load)
next pic 17,next pic 17
4:13,udetail
4:14,ucaption
4:14:30,udetail
4:15,ucaption
4:19,uinterface
4:21,uclick out
next pic 18,next pic 18
4:22,udetail words
4:23,uinterface
4:25,udetail
4:26,ucaption
4:28,uinterface
4:29,udetail words
4:30,uface 1
4:31,uclick out
next pic 19,next pic 19
4:32,pface 1
4:32:30,pdetail 
4:33,pcaption
4:43,pface 1
4:43:30,pdetail
4:44,pdetail
4:45,pcaption
4:45:30,pdetail
4:46,pface 1
4:46:30,pdetail
4:47,pinterface
4:48,pface 1
4:48:30,pdetail
4:49,pinterface
4:50,pdetail (person 1)
4:50:30,pface 1
4:51,pclick out
next pic 20,next pic 20
4:51,uface 1
4:52,udetail
4:53,ucaption
4:55,udetail
4:56,udetail
4:56:30,udetail
4:57,uinterface
4:58,uface 1
4:58:30,uinterface
4:59,uclick out
next pic 21,next pic 21
5:01,pface 1
5:01:30,pdetail (person 1)
5:02,pcaption
5:14,pdetail
5:15,pcaption
5:16,pinterface
5:17,pface 1
5:17:30,pdetail
5:18,pface 1
5:19,pinterface
5:20,pclick out
next pic 22,next pic 22
5:21,udetail
5:21,ucaption
5:30,uinterface
5:32,udetail
5:32:30,udetail
5:33,udetail
5:34,uinterface
5:36,uclick out
next pic 23,next pic 23
5:38,pdetail
5:39,pdetail
5:39:30,pface 1
5:40,pface 2
5:41,pcaption
5:43,pface 1
5:45,pcaption
5:56,pface 2
5:57,pdetail
5:57:30,pdetail
5:58,pinterface
5:59,pclick out
next pic 24,next pic 24
6:00,udetail (person 1)
6:00:30,ucaption
6:02,udetail
6:03,udetail (person 1)
6:03:30,ubackground
6:04,udetail words
6:05,uinterface
6:06,ubackground
6:08,uclick out
next pic 26,next pic 26
6:11,uface 1
6:12,udetail
6:12:30,ucaption
6:18,uface 1
6:19,uinterface
6:21,uclick out
next pic 25,next pic 25
6:22,pface 1
6:23,pcaption
6:26,pface 2
6:28,pcaption
6:30,pface 2
6:31,pcaption
6:32,pface 1
6:33,pdetail
6:34,pdetail
6:35,pface 2
6:35:30,pdetail
6:36,pdetail (person 1)
6:37,pinterface
6:38,pclick out
next pic 27,next pic 27
6:39,pdetail words
6:39:30,pdetail (person 1)
6:40,pdetail
6:41,pcaption
6:47,pdetail words
6:47:30,pdetail words
6:48,pdetail words
6:49,pface 2
6:49:30,pdetail words
6:50,pdetail words
6:51,pcaption
6:52,pdetail words
6:52:30,pcaption
6:57,pface 3
6:58,pinterface
7:00,pface 3
7:01,pclick out
next pic 28,next pic 28
7:02,udetail
7:01:30,ucaption
7:02,udetail
7:03,udetail
7:04,uinterface
7:06,udetail
7:07,uclick out
next pic 29,next pic 29
7:08,pdetail (person 1)
7:09,pdetail (person 1)
7:09:30,pcaption
7:19,pinterface
7:19:30,pface 2
7:20,pface 3
7:21,pinterface
7:22,pface 3
7:23,pclick out
next pic 30,next pic 30
7:24,udetail (person 1)
7:25,ucaption
7:29,udetail (person 2)
7:30,udetail (person 3)
7:30:30,uinterface
7:32,uclick out
next pic 31,next pic 31
7:33,pface 1
7:33:30,pdetail
7:33:30,pface 2
7:34,pface 1
7:36,pdetail (person 3)
7:37,pcaption
7:51,pface 1
7:52,pdetail
7:53,pinterface
7:54,pface 1
7:54:30,pdetail
7:55,pinterface
7:56,pdetail (person 4)
7:57,pface 1
7:59,pclick out
next pic 32,next pic 32
8:00,udetail words
8:00:30,ucaption
8:01,udetail words
8:02,uinterface
8:03,udetail words
8:03:30,uinterface
8:04,udetail words
8:04:30,uinterface
8:05,uclick out
next pic 33,next pic 33
8:06,pface 1
8:06:30,pdetail
8:07,pdetail
8:08,pcaption
8:09,pdetail (person 1)
8:10,pcaption
8:22,pface 1
8:23,pinterface
8:28,pface 1
8:29,pdetail (person 1)
8:30,pdetail
8:31,pclick out
next pic 34,next pic 34
8:32,ubackground
8:33,ucaption
8:35,ubackground
8:35:30,udetail
8:36,uinterface
8:38,uclick out
next pic 35,next pic 35
8:39,pface 1
8:40,pdetail (person 1)
8:40:30,pdetail (person 1)
8:42,pcaption
8:51,pface 1
8:52,pdetail (person 1)
8:53,pdetail (person 1)
8:54,pdetail (person 1)
8:54:30,pdetail (person 1)
8:55,pcaption
8:57,pinterface
8:58,pface 1
8:59,pdetail (person 1)
8:59:30,pcaption
9:00,pinterface
9:05,pclick out
next pic 36,next pic 36
9:06,udetail
9:07,ucaption
9:08,uface 1
9:08,udetail
9:08:30,ucaption
9:15,uface 1
9:16,uinterface
9:17,uclick out
next pic 37,next pic 37
9:20,udetail words
9:20:30,udetail words
9:21,udetail words
9:22,udetail words
9:22:30,ucaption
9:30,uface 1
9:30:30,uinterface
9:31,uclick out
next pic 38,next pic 38
9:32,pdetail (person 1)
9:33,pdetail (person 1)
9:33:30,pface 1
9:35,pcaption
9:40,pface 2
9:41,pcaption
9:42,pinterface
9:44,bad eyetracking
9:50,pcaption
9:55,pdetail (person 1)
9:56,pdetail (person 1)
9:57,pdetail (person 1)
9:57:30,pdetail (person 2)
9:58,pinterface
9:59,pface 2
10:00,pclick out
next pic 39,next pic 39
10:01,uface 1
10:01:30,ucaption
10:03,uface 2
10:04,ucaption
10:08,udetail (person 1)
10:09,udetail (person 2)
10:10,uinterface
10:12,uface 2
10:12:30,uinterface
10:16,uclick out
next pic 40,next pic 40
10:17,pcaption
10:18,pface 1
10:18:30,pdetail (person 1)
10:19,pcaption
10:23,pface 1
10:24,pinterface
10:27,pclick out
next pic 41,next pic 41
10:29,udetail
10:29:30,ucaption
10:38,udetail
10:38:30,udetail
10:39,udetail
10:40,ucaption
10:43,uinterface
10:44,udetail
10:45,uinterface
10:45:30,udetail
10:46,uinterface
10:47,uclick out
next pic 42,next pic 42
10:48,pdetail (person 1)
10:49,pcaption
10:53,pdetail (person 1)
10:53:30,pface 1
10:54,pdetail (person 1)
10:55,pdetail
10:55:30,pdetail (person 1)
10:56,pdetail (person 1)
10:57,pcaption
10:58,pdetail
10:58:30,pinterface
11:00,pclick out
