onset time,description
8:23,pface 2
8:23:30,pface 1
8:24,pdetail (person 1)
8:24:30,pdetail (person 1)
8:25,pface 1
8:25:30,pface 2
8:26,pface 1
8:27,pinterface
8:28,pdetail (persoon 2)
8:28:30,pdetail (person 2)
8:29,pdetail
8:29:30,pdetail (person 1)
8:30,pinterface
8:30:30,pdetail
8:31,pclick out
next pic 39,next pic 39
8:32,uface 1
8:32:30,ucaption
8:34,uinterface
8:35,uface 2
8:35:30,uface 3
8:36,uinterface
8:37,uface 1
8:38,uclick out
next pic 40,next pic 40
8:39,pface 1
8:40,pdetail (person 1)
8:41,pcaption
8:44,pface 1
8:45,pdetail (person 1)
8:45:30,pdetail (person 1
8:46,pdetail (person 1)
8:47,pinterface
8:47:30,pdetail (person 1)
8:48,pface 1
8:49,pdetail (person 1)
8:49:30,pdetail (person 1)
8:50,pdetail (person 1)
8:51,pdetail (person 1)
8:52,pdetail (person 1)
8:53,pinterface
8:54,pclik
next pic 41,next pic 41
8:55,udetail
8:56,ucaption
8:58,uinterface
8:58:30,udetail
9:00,uinterface
9:00:30,udetail
9:01,uinterface
9:02,uclick out
next pic 42,next pic 42
9:04,pdetail (person 1)
9:05,pcaption
9:06,pdetail (person 1) 
9:07,pdetail (person 1)
9:08,pbackground
9:08:30,pdetail (person 1)
9:09,pinterface
9:10,pdetail (person 1)
9:11,pdetail (person 1)
9:11:30,pinterface
9:12,pclick out
next pic 43,next pic 43
9:13,udetail words
9:14,ucaption
9:22,udetail 
9:23,udetail words
9:24,udetail
9:25,ubackground
9:26,uinterface
9:29,uclick out
next pic 44,next pic 44
9:30,pface 1
9:30:30,pdetail (person 1)
9:31,face 1
9:32,pdetail (person 2)
9:32:30,pdetail (person 1)
9:33,pcaption
9:38,pdetail (person 1)
9:38:30,pface 1
9:39,pdetail
9:40,pdetail (person 3)
9:41:00,pface 1
9:42,pdetail (person 2)
9:43,pdetail (person 3)
9:44,pinterface
9:44:30,pdetail words
9:45,pinterface
9:46,pface 1
9:47,pclick out
next pic 45,next pic 45
9:48,udetail (person 1)
9:48:30,udetail (person 2)
9:49,ucaption
9:51,udeetail (person 4)
9:51:30,uinterface
9:53,uclick out
next pic 46,next pic 46
9:54,pdetail (person 1)
9:55,pdetail
9:56,pcaption
10:00,pdetail
10:01,pdetail
10:01:30,pdetail
10:02,pdetail (person 1)
10:02:30,pdetail (person 2)
10:03,pdetail
10:03:30,pcaption
10:04,pdetail
10:05,pdetail
10:06,pinterface
10:07,pdetail
10:08,pdetail
10:09,pinterface
10:11,pclick out
next pic 47,next pic 47
10:12,udetail
10:12:30,ucaption
10:15,udetail
10:16,uface 1 (dog)
10:16:30,udetail
10:17,ubackground
10:17:30,uinterface
10:18,ubackground
10:19,udetail
10:20,uinterface
10:21,ubackground
10:21:30,uinterface
10:22,udetail
10:23,udetail
10:24,uinterface
10:26,udetail
10:26:30,uclick out
next pic 48,next pic 48
10:28,pface 1
10:28:30,pface 2
10:29,pdetail (person 2)
10:30,pface 1
10:30:30,pface 3
10:31,pface 2
10:31:30,pcaption
10:32,pinterface
10:32:30,pcaption
10:36,pdetail (person 2)
10:36:30,pface 1
10:37,pface 2
10:37:30,pface 4
10:38,pface 3
10:38:30,pface 1
10:39,pface 4
10:39:30,pdetail (person 4)
10:40,pface 2
10:40:30,pface 1
10:41,pface 2
10:41:30,pface 1
10:42,pface 2
10:43,pface 1
10:44,pinterface
10:45,pclick out
next pic 49,next pic 49
10:46,udetail (person 1)
10:46:30,udetail (person 2)
10:47,ucaption
10:48,udetail
10:49,ucaption
10:52,uface 1
10:52:30,udetail (person 1)
10:53,uface 2
10:54,udetail (person 1)
10:55,uface 1
10:56,uface 2
10:57,ubackground
10:57:30,uinterface
10:58,udetail (person 1)
