one,pro,body,0:13.0
one,pro,face,0:13.3
one,pro,caption,0:14.0
one,pro,face,0:18.0
one,pro,face,0:19.0
one,pro,face,0:21.0
one,pro,face,0:21.3
one,pro,face,0:22.0
one,pro,body,0:22.3
one,pro,face,0:23.0
one,pro,body,0:24.0
one,pro,face,0:25.0
one,pro,face,0:26.0
one,pro,action,0:28.0
two,pro,unknown,0:29.0
two,pro,face,0:29.3
two,pro,caption,0:30.0
two,pro,unknown,0:46.0
two,pro,face,0:46.3
two,pro,body,0:47.0
two,pro,detail,0:48.0
two,pro,face,0:49.0
two,pro,detail,0:50.0
two,pro,face,0:51.0
two,pro,action,0:53.0
three,pro,face,0:54.0
three,pro,caption,0:55.0
three,pro,body,0:58.0
three,pro,caption,0:59.0
three,pro,face,1:02.0
three,pro,face,1:04.0
three,pro,action,1:08.0
four,ugc,detail,1:09.0
four,ugc,caption,1:10.0
four,ugc,detail,1:10.3
four,ugc,caption,1:12.0
four,ugc,face,1:15.0
four,ugc,body,1:15.3
four,ugc,body,1:16.0
four,ugc,face,1:17.0
four,ugc,face,1:18.0
four,ugc,face,1:18.3
four,ugc,face,1:19.0
four,ugc,action,1:22.0
five,pro,body,1:22.0
five,pro,caption,1:23.0
five,pro,detail,1:33.0
five,pro,face,1:33.3
five,pro,body,1:34.0
five,pro,body,1:35.0
five,pro,face,1:36.0
five,pro,action,1:39.0
seven,pro,body,1:55.0
seven,pro,caption,1:56.0
seven,pro,face,2:06.0
seven,pro,face,2:06.3
seven,pro,caption,2:07.0
seven,pro,face,2:08.0
seven,pro,action,2:10.0
eight,ugc,face,2:11.0
eight,ugc,caption,2:12.0
eight,ugc,face,2:13.0
eight,ugc,detail,2:14.0
eight,ugc,detail,2:14.3
eight,ugc,detail,2:15.0
eight,ugc,face,2:16.0
eight,ugc,face,2:16.3
eight,ugc,face,2:17.0
eight,ugc,action,2:19.0
nine,pro,caption,2:20.0
nine,pro,face,2:21.0
nine,pro,face,2:22.0
nine,pro,caption,2:22.3
nine,pro,face,2:32.0
nine,pro,face,2:32.3
nine,pro,body,2:33.3
nine,pro,face,2:34.0
nine,pro,face,2:35.0
nine,pro,face,2:35.3
nine,pro,body,2:36.0
nine,pro,face,2:37.0
nine,pro,face,2:37.3
nine,pro,action,2:39.0
ten,ugc,detail,2:40.0
ten,ugc,caption,2:40.3
ten,ugc,detail,2:44.0
ten,ugc,detail,2:44.3
ten,ugc,face,2:45.0
ten,ugc,action,2:47.0
eleven,ugc,detail,2:51.0
eleven,ugc,caption,2:52.0
eleven,ugc,body,3:00.0
eleven,ugc,face,3:00.3
eleven,ugc,unknown,3:01.0
eleven,ugc,face,3:02.0
eleven,ugc,detail,3:04.0
eleven,ugc,detail,3:05.0
eleven,ugc,face,3:05.3
eleven,ugc,face,3:06.0
eleven,ugc,action,3:08.0
twelve,ugc,face,3:09.0
twelve,ugc,detail,3:10.0
twelve,ugc,face,3:11.0
twelve,ugc,face,3:11.3
twelve,ugc,face,3:12.0
twelve,ugc,caption,3:13.0
twelve,ugc,face,3:20.0
twelve,ugc,action,3:26.0
thirteen,pro,face,3:27.0
thirteen,pro,caption,3:28.3
thirteen,pro,face,3:35.0
thirteen,pro,face,3:36.0
thirteen,pro,body,3:38.0
thirteen,pro,face,3:39.0
thirteen,pro,face,3:41.0
thirteen,pro,body,3:43.0
thirteen,pro,body,3:44.0
thirteen,pro,face,3:45.0
thirteen,pro,action,3:47.0
fourteen,pro,body,3:48.0
fourteen,pro,caption,3:49.0
fourteen,pro,body,3:52.0
fourteen,pro,caption,3:53.0
fourteen,pro,body,3:58.0
fourteen,pro,caption,3:59.0
fourteen,pro,face,4:03.0
fourteen,pro,body,4:05.0
fourteen,pro,caption,4:06.0
fourteen,pro,face,4:08.0
fourteen,pro,body,4:09.0
fourteen,pro,action,4:10.0
fifteen,ugc,caption,4:11.0
fifteen,ugc,detail,4:13.0
fifteen,ugc,body,4:14.0
fifteen,pro,face,4:15.0
fifteen,ugc,action,4:17.0
xeventeen,ugc,detail,4:23.0
xeventeen,ugc,caption,4:23.3
xeventeen,ugc,detail,4:35.0
xeventeen,ugc,detail,4:36.0
xeventeen,ugc,face,4:37.0
xeventeen,ugc,action,4:38.0
eighteen,ugc,detail,4:40.0
eighteen,ugc,caption,4:40.3
eighteen,ugc,face,4:41.0
eighteen,ugc,detail,4:43.0
eighteen,ugc,face,4:44.0
eighteen,ugc,face,4:44.3
eighteen,ugc,action,4:45.3
nineteen,pro,body,4:47.0
nineteen,pro,detail,4:48.0
nineteen,pro,caption,4:49.0
nineteen,pro,face,4:51.0
nineteen,pro,body,4:53.0
nineteen,pro,caption,4:53.3
nineteen,pro,body,5:09.0
nineteen,pro,detail,5:10.0
nineteen,pro,detail,5:11.0
nineteen,pro,face,5:12.0
nineteen,pro,detail,5:13.0
nineteen,pro,face,5:13.3
nineteen,pro,body,5:16.0
nineteen,pro,action,5:17.0
twenty,ugc,detail,5:17.0
twenty,ugc,face,5:17.3
twenty,ugc,detail,5:18.0
twenty,ugc,caption,5:19.0
twenty,ugc,face,5:21.0
twenty,ugc,detail,5:21.3
twenty,ugc,face,5:22.0
twenty,ugc,face,5:22.3
twenty,ugc,action,5:23.0
twentyone,pro,face,5:25.0
twentyone,pro,caption,5:26.0
twentyone,ugc,body,5:32.0
twentyone,pro,face,5:33.0
twentyone,pro,caption,5:34.0
twentyone,pro,detail,5:39.0
twentyone,pro,caption,5:40.0
twentyone,pro,face,5:42.0
twentyone,pro,detail,5:43.0
twentyone,pro,face,5:44.0
twentyone,pro,face,5:45.0
twentyone,pro,caption,5:45.3
twentyone,pro,detail,5:46.0
twentyone,pro,face,5:47.0
twentyone,pro,action,5:49.0
twentytwo,ugc,detail,5:50.0
twentytwo,ugc,body,5:50.3
twentytwo,ugc,detail,5:51.0
twentytwo,ugc,caption,5:52.0
twentytwo,ugc,detail,6:07.0
twentytwo,ugc,face,6:07.3
twentytwo,ugc,body,6:08.0
twentytwo,ugc,face,6:09.0
twentytwo,ugc,action,6:09.3
twentythree,pro,face,6:11.0
twentythree,pro,detail,6:12.0
twentythree,pro,caption,6:13.0
twentythree,pro,detail,6:18.0
twentythree,pro,face,6:19.0
twentythree,pro,detail,6:20.0
twentythree,pro,caption,6:20.3
twentythree,pro,face,6:28.0
twentythree,pro,face,6:28.3
twentythree,pro,face,6:29.0
twentythree,pro,face,6:30.0
twentythree,pro,action,6:31.0
twentyfour,ugc,detail,6:32.0
twentyfour,ugc,caption,6:32.3
twentyfour,ugc,detail,6:34.0
twentyfour,ugc,body,6:35.0
twentyfour,ugc,detail,6:35.3
twentyfour,ugc,detail,6:36.0
twentyfour,ugc,face,6:37.0
twentyfour,ugc,action,6:38.0
twentyfive,ugc,face,6:39.0
twentyfive,ugc,caption,6:40.0
twentyfive,ugc,face,6:43.0
twentyfive,ugc,face,6:44.0
twentyfive,ugc,action,6:49.0
twentysix,pro,face,6:50.0
twentysix,pro,face,6:51.0
twentysix,pro,caption,6:53.0
twentysix,pro,face,6:56.0
twentysix,pro,face,6:58.0
twentysix,pro,detail,6:59.0
twentysix,pro,detail,7:00.0
twentysix,pro,face,7:01.0
twentysix,pro,action,7:03.0
twentyseven,pro,detail,7:04.0
twentyseven,pro,face,7:05.0
twentyseven,pro,face,7:05.3
twentyseven,pro,caption,7:06.0
twentyseven,pro,face,7:10.0
twentyseven,pro,detail,7:11.0
twentyseven,pro,face,7:11.3
twentyseven,pro,caption,7:12.0
twentyseven,pro,face,7:16.0
twentyseven,pro,face,7:17.0
twentyseven,pro,detail,7:18.0
twentyseven,pro,face,7:19.0
twentyseven,pro,face,7:19.3
twentyseven,pro,face,7:20.0
twentyseven,pro,face,7:21.0
twentyseven,pro,face,7:21.3
twentyseven,pro,action,7:22.0
twentyeight,ugc,detail,7:23.0
twentyeight,ugc,face,7:23.3
twentyeight,ugc,detail,7:24.0
twentyeight,ugc,caption,7:25.0
twentyeight,ugc,detail,7:26.0
twentyeight,ugc,face,7:27.0
twentyeight,ugc,action,7:40.0
twentynine,pro,face,7:41.0
twentynine,pro,caption,7:42.0
twentynine,pro,face,7:43.0
twentynine,pro,face,7:44.0
twentynine,pro,face,7:44.3
twentynine,pro,caption,7:45.0
twentynine,pro,face,7:49.0
twentynine,pro,body,7:49.3
twentynine,pro,face,7:50.0
twentynine,pro,body,7:51.0
twentynine,pro,body,7:52.0
twentynine,pro,face,7:52.3
twentynine,pro,face,7:53.0
twentynine,pro,caption,7:54.0
twentynine,pro,body,7:58.0
twentynine,pro,body,7:58.3
twentynine,pro,face,8:00.0
twentynine,pro,action,8:03.0
thirty,pro,face,8:04.0
thirty,pro,face,8:05.0
thirty,pro,caption,8:05.3
thirty,pro,face,8:11.0
thirty,pro,detail,8:12.0
thirty,pro,body,8:12.3
thirty,pro,detail,8:13.0
thirty,pro,face,8:13.3
thirty,pro,caption,8:15.0
thirty,pro,face,8:16.0
thirty,pro,face,8:16.3
thirty,pro,face,8:17.0
thirty,pro,action,8:19.0
thirtytwo,ugc,face,8:20.0
thirtytwo,ugc,body,8:21.0
thirtytwo,ugc,caption,8:22.0
thirtytwo,ugc,body,8:29.0
thirtytwo,ugc,face,8:29.3
thirtytwo,ugc,body,8:30.0
thirtytwo,ugc,face,8:30.3
thirtytwo,ugc,detail,8:31.0
thirtytwo,ugc,detail,8:31.3
thirtytwo,ugc,detail,8:32.0
thirtytwo,ugc,face,8:33.0
thirtytwo,ugc,action,8:34.0
thirtythree,pro,face,8:35.0
thirtythree,pro,caption,8:36.0
thirtythree,pro,detail,8:41.0
thirtythree,pro,detail,8:42.0
thirtythree,pro,face,8:42.3
thirtythree,pro,body,8:43.0
thirtythree,pro,face,8:44.0
thirtythree,pro,face,8:46.0
thirtythree,pro,face,8:47.0
thirtythree,pro,action,8:49.0
thirtyfour,ugc,body,8:51.0
thirtyfour,ugc,unknown,8:51.3
thirtyfour,ugc,face,8:52.0
thirtyfour,ugc,detail,8:58.0
thirtyfour,ugc,face,8:59.0
thirtyfour,ugc,action,9:00.0
thirtyfive,pro,face,9:01.0
thirtyfive,pro,body,9:01.3
thirtyfive,pro,face,9:02.0
thirtyfive,pro,body,9:09.3
thirtyfive,pro,face,9:10.0
thirtyfive,pro,detail,9:11.0
thirtyfive,pro,body,9:11.3
thirtyfive,pro,action,9:12.0
thirtyseven,pro,face,9:26.0
thirtyseven,pro,face,9:26.3
thirtyseven,pro,caption,9:28.0
thirtyseven,pro,face,9:36.0
thirtyseven,pro,face,9:40.0
thirtyseven,pro,face,9:40.3
thirtyseven,pro,detail,9:41.0
thirtyseven,pro,body,9:41.3
thirtyseven,pro,face,9:42.0
thirtyseven,pro,face,9:48.0
thirtyseven,pro,body,9:49.0
thirtyseven,pro,body,9:49.3
thirtyseven,pro,body,9:50.0
thirtyseven,pro,face,9:50.3
thirtyseven,pro,action,9:54.0
thirtyeight,ugc,caption,9:55.0
thirtyeight,ugc,face,9:59.0
thirtyeight,ugc,face,9:59.3
thirtyeight,ugc,face,10:00.0
thirtyeight,ugc,face,10:00.3
thirtyeight,ugc,face,10:01.0
thirtyeight,ugc,face,10:02.0
thirtyeight,ugc,face,10:04.0
thirtyeight,ugc,face,10:05.0
thirtyeight,ugc,caption,10:05.3
thirtyeight,ugc,action,10:06.0
thirtynine,pro,face,10:07.0
thirtynine,pro,body,10:07.3
thirtynine,pro,body,10:08.0
thirtynine,pro,body,10:09.0
thirtynine,pro,body,10:09.3
thirtynine,pro,body,10:10.0
thirtynine,pro,face,10:11.0
thirtynine,pro,caption,10:16.0
thirtynine,pro,body,10:17.3
thirtynine,pro,face,10:18.0
thirtynine,pro,body,10:18.3
thirtynine,pro,body,10:19.0
thirtynine,pro,face,10:19.3
thirtynine,pro,face,10:22.0
thirtynine,pro,face,10:22.3
thirtynine,pro,body,10:25.0
thirtynine,pro,face,10:25.3
thirtynine,pro,action,10:27.0
